amenity_id,category,subtype,name,latitude,longitude,district
N4015870191,healthcare,clinic,The Doctor's Medical Center,24.4692,54.337419,Corniche
N3926864953,healthcare,pharmacy,Visage Pharmacy,24.470857,54.33985,Corniche
N5074931323,healthcare,clinic,(unnamed clinic),24.427555,54.401741,Danet Abu Dhabi
N4317796791,healthcare,doctors,(unnamed doctors),24.445567,54.392157,Danet Abu Dhabi
N4409252391,healthcare,doctors,(unnamed doctors),24.454242,54.38355,Danet Abu Dhabi
N4409281989,healthcare,doctors,(unnamed doctors),24.456364,54.381696,Danet Abu Dhabi
N4225390396,healthcare,hospital,(unnamed hospital),24.443264,54.398239,Danet Abu Dhabi
N3994080951,healthcare,pharmacy,(unnamed pharmacy),24.459712,54.379091,Danet Abu Dhabi
N3994080952,healthcare,pharmacy,(unnamed pharmacy),24.459967,54.37952,Danet Abu Dhabi
N4085929734,healthcare,pharmacy,(unnamed pharmacy),24.438824,54.41526,Danet Abu Dhabi
N5552603921,healthcare,pharmacy,(unnamed pharmacy),24.447665,54.390994,Danet Abu Dhabi
N4278777170,healthcare,clinic,Abu Dhabi Police Clinic,24.432127,54.423381,Danet Abu Dhabi
N1439301175,healthcare,pharmacy,Al Ahliya Pharmacy,24.44689,54.401828,Danet Abu Dhabi
N4374595600,healthcare,pharmacy,Al Ahood Pharmacy,24.460576,54.385103,Danet Abu Dhabi
N4410946789,healthcare,pharmacy,Al Anood Pharmacy,24.460468,54.385103,Danet Abu Dhabi
N3989291858,healthcare,pharmacy,Al Bisharah,24.432399,54.435885,Danet Abu Dhabi
N4268484197,healthcare,hospital,Al Madina Medical Centre,24.451352,54.389105,Danet Abu Dhabi
N4814796421,healthcare,pharmacy,Al Manara,24.426597,54.40721,Danet Abu Dhabi
N5214239026,healthcare,pharmacy,Al Manara,24.455697,54.395631,Danet Abu Dhabi
N3975250821,healthcare,pharmacy,Al Manara Pharmacy,24.430136,54.437487,Danet Abu Dhabi
N3988454458,healthcare,pharmacy,Al Manara Pharmacy,24.419699,54.4432,Danet Abu Dhabi
N4728631981,healthcare,pharmacy,Al Manara Pharmacy,24.433897,54.43907,Danet Abu Dhabi
N4374614891,healthcare,pharmacy,Al Mulla Pharmacy,24.445631,54.403084,Danet Abu Dhabi
N1657188192,healthcare,pharmacy,Al Mushref Pharmacy,24.458809,54.380781,Danet Abu Dhabi
N4270149190,healthcare,hospital,Al Mushrif Children's Specialty Center,24.435164,54.403119,Danet Abu Dhabi
N4077638835,healthcare,clinic,Al Noor Centre For Care Of Disabled,24.441435,54.434443,Danet Abu Dhabi
W479384937,healthcare,clinic,Al Qadi Health Center;Al Qadi Medical Center,24.441929,54.368675,Danet Abu Dhabi
N4092070510,healthcare,pharmacy,Bain Al Qasrain Pharmacy,24.418197,54.43573,Danet Abu Dhabi
N3975239205,healthcare,pharmacy,Barcelona Pharmacy,24.432355,54.43496,Danet Abu Dhabi
N4146391989,healthcare,hospital,Beverly Hills,24.457085,54.380851,Danet Abu Dhabi
N4724346008,healthcare,pharmacy,Beverly Hills Pharmacy,24.457,54.38083,Danet Abu Dhabi
N3975170694,healthcare,pharmacy,Binsina Pharmacy,24.433423,54.439279,Danet Abu Dhabi
N3210867743,healthcare,pharmacy,Boots Al Muroor Pharmacy,24.433821,54.439787,Danet Abu Dhabi
N4565447666,healthcare,hospital,Brightpoint Royal Women's Hospital,24.452454,54.393306,Danet Abu Dhabi
N4565447672,healthcare,clinic,Capital Health Screening Centre,24.451859,54.392673,Danet Abu Dhabi
N4741372336,healthcare,doctors,Doctor Shamsheer Villa,24.435341,54.36994,Danet Abu Dhabi
N4077598244,healthcare,pharmacy,Elyazia Pharmacy,24.433972,54.43563,Danet Abu Dhabi
N4964012721,healthcare,clinic,Emirates Dermatology and Cosmotology Center,24.441926,54.368623,Danet Abu Dhabi
N4066085009,healthcare,clinic,Euphoria Medical Center,24.431103,54.44535,Danet Abu Dhabi
N4059864351,healthcare,pharmacy,Experts Drug Store,24.447404,54.401381,Danet Abu Dhabi
N4629488393,healthcare,clinic,Female & VIP Medical Screeng / Vaccination,24.452031,54.392893,Danet Abu Dhabi
N4629409594,healthcare,clinic,Follow up test,24.452218,54.393084,Danet Abu Dhabi
N4659942591,healthcare,clinic,Forever yoang,24.439536,54.417438,Danet Abu Dhabi
N12258118521,healthcare,clinic,Gulf Chinese Medical Center - Sole Proprietorship LLC,24.448431,54.400469,Danet Abu Dhabi
N4736428511,healthcare,clinic,Heart Beat Medical Centre,24.44365,54.394456,Danet Abu Dhabi
N4736428512,healthcare,pharmacy,Heart Beat Pharmacy,24.443749,54.394378,Danet Abu Dhabi
W100971961,healthcare,hospital,Imperial College London Diabetes Centre,24.420399,54.428388,Danet Abu Dhabi
N4066155863,healthcare,pharmacy,International Pharmacy,24.434376,54.432872,Danet Abu Dhabi
N4587005796,healthcare,hospital,Magrebi Eye and Ear Hospital,24.426415,54.406063,Danet Abu Dhabi
N4629489091,healthcare,clinic,Male Screening,24.452127,54.392991,Danet Abu Dhabi
N3977659140,healthcare,pharmacy,Medicina Pharmacy,24.432066,54.434242,Danet Abu Dhabi
N3988510015,healthcare,pharmacy,Medicina Pharmacy,24.420697,54.441989,Danet Abu Dhabi
N3975200673,healthcare,pharmacy,Olive Pharmacy,24.432062,54.436944,Danet Abu Dhabi
N4484345791,healthcare,clinic,Oxford Medical Centre,24.440471,54.412408,Danet Abu Dhabi
N4374561193,healthcare,pharmacy,Oxford Pharmacy,24.439933,54.412512,Danet Abu Dhabi
N6371743491,healthcare,hospital,Parking.accomodition,24.451483,54.404618,Danet Abu Dhabi
N6493351085,healthcare,hospital,Specialized Rehabilitation Hospital,24.421394,54.449279,Danet Abu Dhabi
W479384936,healthcare,clinic,The British Center,24.442439,54.367982,Danet Abu Dhabi
N4959408922,healthcare,pharmacy,Universal pharmacy,24.460008,54.379649,Danet Abu Dhabi
N5015141840,healthcare,hospital,Wellness One Day Surgery Centre,24.443199,54.398128,Danet Abu Dhabi
N6586108424,healthcare,pharmacy,Wellness Pharmacy,24.443181,54.398062,Danet Abu Dhabi
N6594739885,healthcare,clinic,Yas Healthcare,24.455566,54.395525,Danet Abu Dhabi
W403212671,healthcare,hospital,Zayed Military Hospital,24.420701,54.431239,Danet Abu Dhabi
N4308308194,healthcare,pharmacy,mesk almadina PHARMACY,24.451401,54.388978,Danet Abu Dhabi
N9524086917,healthcare,pharmacy,nice pharmacy,24.439939,54.412642,Danet Abu Dhabi
N4646406890,healthcare,hospital,مستشفي زايد العسكري,24.419874,54.430448,Danet Abu Dhabi
N4471006191,healthcare,clinic,(unnamed clinic),24.425039,54.587294,Khalifa City
N8104318489,healthcare,hospital,Amana health care,24.436245,54.58835,Khalifa City
N2088404610,healthcare,pharmacy,Boots,24.432284,54.566645,Khalifa City
N10979718605,healthcare,clinic,CHALLENGE BY CHARISMA MEDICAL CENTER,24.401533,54.572213,Khalifa City
W483121086,healthcare,clinic,Lotus Hollistic Alternative Medical Center,24.427861,54.585413,Khalifa City
W251383938,healthcare,hospital,Madinat Khalifa Healthcare Center,24.427675,54.565044,Khalifa City
W413021010,healthcare,hospital,NMC Royal Hospital Khalifa City,24.413369,54.570476,Khalifa City
W483118225,healthcare,clinic,Western Medical Center,24.425302,54.549767,Khalifa City
N6434116785,healthcare,clinic,عيادة دكتور رعد,24.422476,54.56514,Khalifa City
N5257378124,healthcare,pharmacy,(unnamed pharmacy),24.432999,54.619211,Masdar City
N4406385790,healthcare,clinic,Al Bustan Medical Center,24.40747,54.603314,Masdar City
N5253352721,healthcare,hospital,Cambridge Medical And Rehabilitation Centre,24.351245,54.637609,Masdar City
N4730255703,healthcare,clinic,Etihad Clinic Reception & Physical,24.443051,54.608185,Masdar City
N4730255704,healthcare,clinic,Etihad Laboratory Bloods & Urine,24.442913,54.607603,Masdar City
N3828727112,healthcare,pharmacy,Medical Centre & Pharmacy,24.433153,54.619241,Masdar City
W482530290,healthcare,clinic,Mediclinic Khalifa City,24.439162,54.596659,Masdar City
N6732388386,healthcare,pharmacy,(unnamed pharmacy),24.33513,54.523511,Mohammed Bin Zayed City
N4753920848,healthcare,clinic,Al Ahalia Ophthalmology Medical Center,24.334882,54.530531,Mohammed Bin Zayed City
N4393813092,healthcare,pharmacy,Al Ahliya International Pharmacy,24.326196,54.535439,Mohammed Bin Zayed City
N10286045404,healthcare,pharmacy,Al Bahar Al Ahmar Pharmacy,24.32474,54.531924,Mohammed Bin Zayed City
N2411234720,healthcare,hospital,Al Dhafra Hospital,24.256247,54.553131,Mohammed Bin Zayed City
N4375609696,healthcare,pharmacy,Al Taif Pharmacy,24.326382,54.530822,Mohammed Bin Zayed City
N4375605613,healthcare,pharmacy,Al Zia Pharmacy,24.324182,54.531281,Mohammed Bin Zayed City
N4758996925,healthcare,pharmacy,Alnoor Pharmacy,24.332695,54.531418,Mohammed Bin Zayed City
N4751508431,healthcare,pharmacy,Aster Pharmacy,24.329994,54.535359,Mohammed Bin Zayed City
N4375606408,healthcare,pharmacy,Baghdad Pharmacy,24.324355,54.53502,Mohammed Bin Zayed City
N4758630223,healthcare,pharmacy,Baghdad Pharmacy,24.324235,54.53402,Mohammed Bin Zayed City
W1152322012,healthcare,clinic,Bloom Plus Medical Center,24.323888,54.540025,Mohammed Bin Zayed City
N4411187206,healthcare,pharmacy,Future Pharmacy,24.32787,54.532948,Mohammed Bin Zayed City
N11014280505,healthcare,clinic,G42,24.265182,54.589051,Mohammed Bin Zayed City
N4752098743,healthcare,pharmacy,Green Hills Pharmacy,24.322767,54.538343,Mohammed Bin Zayed City
N4375606827,healthcare,pharmacy,Health And Life Medical Center,24.336291,54.530772,Mohammed Bin Zayed City
N4765941823,healthcare,clinic,"Home Health Medical Centre, LLC",24.327588,54.533058,Mohammed Bin Zayed City
N8490910317,healthcare,clinic,Ideal Clinical Laboratories,24.336062,54.531691,Mohammed Bin Zayed City
N4749927385,healthcare,pharmacy,LA International Pharmacy,24.336037,54.533532,Mohammed Bin Zayed City
N4758450997,healthcare,pharmacy,Medicell Pharmacy,24.322742,54.535654,Mohammed Bin Zayed City
N5693232722,healthcare,clinic,Mediclinic musaffah,24.330656,54.531768,Mohammed Bin Zayed City
N4753920843,healthcare,pharmacy,Meral Pharmacy,24.335268,54.530927,Mohammed Bin Zayed City
N5111165421,healthcare,hospital,New National Medical,24.337445,54.532125,Mohammed Bin Zayed City
N4749968970,healthcare,pharmacy,Noor Al Hayat Pharmacy,24.333785,54.532161,Mohammed Bin Zayed City
N4758568650,healthcare,pharmacy,Noor Al Hayat Pharmacy,24.319703,54.537422,Mohammed Bin Zayed City
W965654282,healthcare,hospital,Prime Care Medical Centre,24.329233,54.533389,Mohammed Bin Zayed City
N4892344226,healthcare,clinic,Talat Medical Centre,24.324349,54.535464,Mohammed Bin Zayed City
N4752115830,healthcare,pharmacy,Talat Pharmacy,24.323929,54.535894,Mohammed Bin Zayed City
N4375541131,healthcare,pharmacy,Tuhfa Al Andalus Pharmacy,24.327076,54.534896,Mohammed Bin Zayed City
N4510693103,healthcare,clinic,(unnamed clinic),24.346629,54.511621,Mussafah
N5196204241,healthcare,clinic,(unnamed clinic),24.37105,54.504894,Mussafah
N7669317485,healthcare,clinic,(unnamed clinic),24.345688,54.486592,Mussafah
N4304897796,healthcare,hospital,(unnamed hospital),24.34794,54.521121,Mussafah
N4924693321,healthcare,hospital,(unnamed hospital),24.360754,54.521429,Mussafah
N4125488793,healthcare,pharmacy,(unnamed pharmacy),24.359874,54.503677,Mussafah
N4304894058,healthcare,pharmacy,(unnamed pharmacy),24.347819,54.521129,Mussafah
N4304899203,healthcare,pharmacy,(unnamed pharmacy),24.353111,54.518909,Mussafah
N4510693107,healthcare,pharmacy,(unnamed pharmacy),24.347191,54.512721,Mussafah
N4924692924,healthcare,pharmacy,(unnamed pharmacy),24.36498,54.517809,Mussafah
N5196204240,healthcare,pharmacy,(unnamed pharmacy),24.370479,54.504886,Mussafah
N5196215930,healthcare,pharmacy,(unnamed pharmacy),24.371053,54.504789,Mussafah
N7698354789,healthcare,pharmacy,(unnamed pharmacy),24.348318,54.519179,Mussafah
N7698355589,healthcare,pharmacy,(unnamed pharmacy),24.351357,54.498461,Mussafah
N9463174923,healthcare,pharmacy,(unnamed pharmacy),24.359348,54.515457,Mussafah
N9544640417,healthcare,pharmacy,(unnamed pharmacy),24.366258,54.501891,Mussafah
N9544641917,healthcare,pharmacy,(unnamed pharmacy),24.372586,54.512256,Mussafah
W992397258,healthcare,hospital,Al Ahalia hospital,24.362637,54.524238,Mussafah
N4758084098,healthcare,pharmacy,Al Anwar,24.372842,54.510188,Mussafah
N6371743493,healthcare,hospital,Alkhaled.car.samweel,24.361052,54.509597,Mussafah
W117601180,healthcare,clinic,Alpha Medical Centre,24.36981,54.516928,Mussafah
N4447930495,healthcare,pharmacy,Dawn drug store,24.341679,54.498956,Mussafah
N4563746394,healthcare,hospital,Fatima medical center fmc mussafa,24.346752,54.51091,Mussafah
N4752264922,healthcare,pharmacy,Ideal Pharmacy,24.347403,54.511709,Mussafah
N6712095386,healthcare,hospital,LIFE CARE HOSPITAL MISAFFAH,24.360837,54.521005,Mussafah
N4442601495,healthcare,pharmacy,Lifeline Drug Store,24.34406,54.500086,Mussafah
N10893313888,healthcare,hospital,NMC Medical Centre,24.345752,54.48897,Mussafah
N11594592969,healthcare,clinic,OccuMed Clinic,24.365926,54.521286,Mussafah
N4410974289,healthcare,pharmacy,Top Care Pharmacy,24.340565,54.487641,Mussafah
N4758542767,healthcare,clinic,Universal Hospital One Day Surgery,24.366208,54.501907,Mussafah
N4769351622,healthcare,pharmacy,pharmalink,24.365616,54.489627,Mussafah
N4890560197,healthcare,pharmacy,Al Manara Pharmacy,24.522888,54.434268,Saadiyat Island
N12486106553,healthcare,hospital,NYUAD Health Center,24.524514,54.434603,Saadiyat Island
N10253514176,healthcare,clinic,(unnamed clinic),24.486602,54.599852,Yas Island
N4077677177,healthcare,pharmacy,Boots Pharmacy,24.489096,54.610042,Yas Island
N3965804675,healthcare,clinic,Medeor Medical Clinic,24.486369,54.608238,Yas Island
N3965804674,healthcare,pharmacy,Medeor Pharmacy,24.486478,54.608276,Yas Island
N5072822769,healthcare,pharmacy,Supercare,24.489003,54.610455,Yas Island
N4304966591,healthcare,hospital,(unnamed hospital),24.341068,54.537347,Zayed City
N4304967292,healthcare,hospital,(unnamed hospital),24.343867,54.537223,Zayed City
N4304894061,healthcare,pharmacy,(unnamed pharmacy),24.340399,54.53627,Zayed City
N4305001592,healthcare,pharmacy,(unnamed pharmacy),24.340952,54.534958,Zayed City
N4327640490,healthcare,pharmacy,(unnamed pharmacy),24.311951,54.62129,Zayed City
W483623280,healthcare,clinic,AGD Care Medical Center,24.367913,54.540304,Zayed City
W108402191,healthcare,hospital,Al Mafraq Hospital,24.329581,54.613773,Zayed City
W483623281,healthcare,clinic,Archer Dental & Dermatology Center,24.366133,54.540385,Zayed City
W1239156803,healthcare,hospital,Burjeel Medical City,24.354478,54.538782,Zayed City
W483623283,healthcare,clinic,CMC - Canadian Medical Cos Center,24.365561,54.540417,Zayed City
N4749909100,healthcare,pharmacy,Green Care Pharmacy,24.336317,54.53421,Zayed City
N4735532526,healthcare,pharmacy,Health First Pharmacy,24.296522,54.629225,Zayed City
N4375568525,healthcare,pharmacy,Health Point Pharmacy,24.343553,54.532352,Zayed City
N4753888492,healthcare,pharmacy,Muwailih Pharmacy,24.337383,54.537663,Zayed City
N4772848623,healthcare,hospital,NMC Royal Hospital - Mohammed Bin Zayed City,24.339092,54.55428,Zayed City
N4749680809,healthcare,clinic,New Almazroui Medical Centre,24.337678,54.538005,Zayed City
N4375592613,healthcare,pharmacy,New Tower Pharmacy,24.316342,54.633049,Zayed City
N7567393886,healthcare,clinic,Organisation for people of determination,24.320369,54.610833,Zayed City
N4937646622,healthcare,pharmacy,Preston pharmacy,24.293543,54.626911,Zayed City
N8646482219,healthcare,clinic,Seha,24.333115,54.557368,Zayed City
W1245214792,healthcare,hospital,Sheikh Shakhbout Medical City,24.324086,54.613223,Zayed City
N4753881305,healthcare,clinic,Universal Specialty Medical Center,24.34171,54.535868,Zayed City
N4375606828,healthcare,pharmacy,Venus Pharmacy,24.341704,54.535684,Zayed City
W1346076769,mobility,bus_station,(unnamed bus_station),24.617854,54.727892,Al Bahia
N4459342393,mobility,bus_stop,(unnamed bus_stop),24.517159,54.664112,Al Bahia
N5147489223,mobility,bus_stop,(unnamed bus_stop),24.564595,54.687858,Al Bahia
N5257697821,mobility,bus_stop,(unnamed bus_stop),24.53089,54.691224,Al Bahia
N12463154401,mobility,bus_stop,(unnamed bus_stop),24.528112,54.676173,Al Bahia
N12463154501,mobility,bus_stop,(unnamed bus_stop),24.533158,54.676942,Al Bahia
N13166926801,mobility,bus_stop,(unnamed bus_stop),24.564033,54.681608,Al Bahia
N12463154201,mobility,bus_stop,ADNOC,24.521152,54.670383,Al Bahia
N12463071901,mobility,bus_stop,Al Naham St,24.516509,54.66184,Al Bahia
N12463154402,mobility,bus_stop,Al Shahama School,24.541514,54.676514,Al Bahia
N12450271585,mobility,bus_stop,BAPS Temple,24.617885,54.731225,Al Bahia
N13413172901,mobility,bus_stop,Bus to Saudi Arabia,24.540076,54.692245,Al Bahia
N12463154202,mobility,bus_stop,Civil Defence,24.541654,54.682902,Al Bahia
N4048009605,mobility,bus_stop,Deerfields Mall,24.523529,54.67241,Al Bahia
N12463154301,mobility,bus_stop,Deerfields Mall,24.524503,54.673398,Al Bahia
N12463154601,mobility,bus_stop,Emirates Park Zoo,24.54488,54.676885,Al Bahia
N4436849590,mobility,bus_station,Rahba City,24.604525,54.695993,Al Bahia
N4822605023,mobility,bus_station,Shahama,24.548417,54.685093,Al Bahia
N4326580092,mobility,bus_stop,(unnamed bus_stop),24.459421,54.329087,Al Bateen
N4732449378,mobility,bus_stop,(unnamed bus_stop),24.460247,54.323474,Al Bateen
N4732467254,mobility,bus_stop,(unnamed bus_stop),24.457448,54.33737,Al Bateen
N6116338408,mobility,bus_stop,(unnamed bus_stop),24.456619,54.339103,Al Bateen
N7137279088,mobility,bus_stop,(unnamed bus_stop),24.465174,54.323305,Al Bateen
N7137279089,mobility,bus_stop,(unnamed bus_stop),24.456491,54.312086,Al Bateen
N7137279091,mobility,bus_stop,(unnamed bus_stop),24.459757,54.320686,Al Bateen
N7137279287,mobility,bus_stop,(unnamed bus_stop),24.46031,54.320836,Al Bateen
N7137279385,mobility,bus_stop,(unnamed bus_stop),24.458134,54.318939,Al Bateen
N11812202000,mobility,bus_stop,(unnamed bus_stop),24.414111,54.347622,Al Bateen
N12376577502,mobility,bus_stop,(unnamed bus_stop),24.45719,54.313517,Al Bateen
N11833660958,mobility,bus_stop,Bab Al Nojoum,24.417029,54.330535,Al Bateen
N11902567719,mobility,bus_stop,Bab Al Nojoum,24.417414,54.330647,Al Bateen
N7220741885,mobility,bus_stop,Big bus - red line stop 10,24.456421,54.312319,Al Bateen
N7220741388,mobility,bus_stop,Big bus - red line stop 8,24.465347,54.322838,Al Bateen
N7220741187,mobility,bus_stop,"Big bus - red line stop 9, 34, 69",24.460153,54.320647,Al Bateen
N6193258286,mobility,bus_stop,Bus 07 09 20 67 69 71,24.460023,54.324548,Al Bateen
N11901252555,mobility,bus_stop,Marsana Beach,24.414687,54.349265,Al Bateen
N7131022185,mobility,bus_stop,bus stop 34,24.458496,54.319211,Al Bateen
N7131022085,mobility,bus_stop,"bus stop 34,69",24.456376,54.312328,Al Bateen
W1235056667,mobility,bus_station,(unnamed bus_station),24.220666,54.686984,Al Ghadeer
N2689723567,mobility,bus_stop,(unnamed bus_stop),24.466942,54.354635,Al Khalidiyah
N2718622408,mobility,bus_stop,(unnamed bus_stop),24.47109,54.352087,Al Khalidiyah
N4273257889,mobility,bus_stop,(unnamed bus_stop),24.473108,54.347697,Al Khalidiyah
N4278034790,mobility,bus_stop,(unnamed bus_stop),24.459574,54.358984,Al Khalidiyah
N4278045490,mobility,bus_stop,(unnamed bus_stop),24.458377,54.357655,Al Khalidiyah
N4278053089,mobility,bus_stop,(unnamed bus_stop),24.466491,54.366736,Al Khalidiyah
N4279629389,mobility,bus_stop,(unnamed bus_stop),24.469436,54.36284,Al Khalidiyah
N4281611891,mobility,bus_stop,(unnamed bus_stop),24.471872,54.351757,Al Khalidiyah
N4286529891,mobility,bus_stop,(unnamed bus_stop),24.45429,54.353243,Al Khalidiyah
N4286602089,mobility,bus_stop,(unnamed bus_stop),24.462662,54.362466,Al Khalidiyah
N4286602090,mobility,bus_stop,(unnamed bus_stop),24.468428,54.368877,Al Khalidiyah
N4312162691,mobility,bus_stop,(unnamed bus_stop),24.461237,54.370586,Al Khalidiyah
N4312162795,mobility,bus_stop,(unnamed bus_stop),24.468756,54.356396,Al Khalidiyah
N4312162889,mobility,bus_stop,(unnamed bus_stop),24.468863,54.354624,Al Khalidiyah
N4312163095,mobility,bus_stop,(unnamed bus_stop),24.477839,54.353556,Al Khalidiyah
N4447881989,mobility,bus_stop,(unnamed bus_stop),24.452943,54.358693,Al Khalidiyah
N4726899210,mobility,bus_stop,(unnamed bus_stop),24.454657,54.351833,Al Khalidiyah
N4726906455,mobility,bus_stop,(unnamed bus_stop),24.468735,54.343547,Al Khalidiyah
N4734645991,mobility,bus_stop,(unnamed bus_stop),24.464302,54.367315,Al Khalidiyah
N4734885068,mobility,bus_stop,(unnamed bus_stop),24.461199,54.356524,Al Khalidiyah
N4735092668,mobility,bus_stop,(unnamed bus_stop),24.466816,54.353914,Al Khalidiyah
N4758807830,mobility,bus_stop,(unnamed bus_stop),24.473815,54.348572,Al Khalidiyah
N5201305121,mobility,bus_stop,(unnamed bus_stop),24.470936,54.361063,Al Khalidiyah
N7095392883,mobility,bus_stop,(unnamed bus_stop),24.481733,54.351815,Al Khalidiyah
N7137279086,mobility,bus_stop,(unnamed bus_stop),24.479932,54.349935,Al Khalidiyah
N7137279185,mobility,bus_stop,(unnamed bus_stop),24.478585,54.348737,Al Khalidiyah
N7137279285,mobility,bus_stop,(unnamed bus_stop),24.472384,54.346373,Al Khalidiyah
N12035185269,mobility,bus_stop,(unnamed bus_stop),24.47018,54.359081,Al Khalidiyah
N12035185270,mobility,bus_stop,(unnamed bus_stop),24.462436,54.350898,Al Khalidiyah
N12039372069,mobility,bus_stop,(unnamed bus_stop),24.473518,54.362275,Al Khalidiyah
N12039372070,mobility,bus_stop,(unnamed bus_stop),24.473523,54.362358,Al Khalidiyah
N12095580001,mobility,bus_stop,(unnamed bus_stop),24.467975,54.358784,Al Khalidiyah
N2689723566,mobility,bus_stop,008,24.4688,54.354295,Al Khalidiyah
N4298228489,mobility,bus_stop,"43, 44",24.457566,54.373663,Al Khalidiyah
N4312162792,mobility,bus_stop,"43, 44",24.457964,54.373682,Al Khalidiyah
N4298145891,mobility,bus_stop,44,24.464805,54.367207,Al Khalidiyah
N6197825186,mobility,bus_stop,"5, 7, 21, 22, 40, 65, 67, 161, 175",24.473928,54.348301,Al Khalidiyah
N4027138118,mobility,bus_stop,6th & Bateen Clinic,24.461133,54.342418,Al Khalidiyah
N7174539286,mobility,bus_stop,"Al Hosn: 007, 021, 023, 040, 008, 022, 034, 067",24.475324,54.350459,Al Khalidiyah
N13335756401,mobility,bus_stop,Al Khaleej Al Arabi St / Al Bateen Park Plaza,24.45933,54.352947,Al Khalidiyah
N13335756501,mobility,bus_stop,Al Khaleej Al Arabi St / Al Ridwan Mosque,24.461084,54.351263,Al Khalidiyah
N13335666301,mobility,bus_stop,Al Khaleej Al Arabi St / Hazza’ Bin Zayed St,24.458054,54.354182,Al Khalidiyah
N11901770510,mobility,bus_stop,Al Khaleej Al Arabi St / Mohamed Bin Khalifa St,24.447282,54.364574,Al Khalidiyah
N11902567708,mobility,bus_stop,Al Khaleej Al Arabi St / Mohamed Bin Khalifa St,24.446646,54.364675,Al Khalidiyah
N11902567706,mobility,bus_stop,Al Khaleej Al Srabi St / Delma St,24.449357,54.362011,Al Khalidiyah
N3991602815,mobility,bus_stop,"Al Khalidiya 34, 05",24.47585,54.347496,Al Khalidiyah
N7813593385,mobility,bus_stop,Bus Stop,24.451319,54.360608,Al Khalidiyah
N11918628132,mobility,bus_stop,Hamdan St / Al Ayda St,24.478338,54.349008,Al Khalidiyah
N11918628134,mobility,bus_stop,Hamdan St / Al Hisn St,24.481598,54.352024,Al Khalidiyah
N11918628130,mobility,bus_stop,Mubarak Bin Mohammed St / Hamdan St,24.475701,54.348129,Al Khalidiyah
N11901770539,mobility,bus_stop,Shk. Fatima bint Mubarak St / Al Karamah St,24.457945,54.371314,Al Khalidiyah
N11901770541,mobility,bus_stop,Shk. Fatima bint Mubarak St / Khalifa Bin Al Nahyan Foundation,24.461573,54.375974,Al Khalidiyah
N11902567701,mobility,bus_stop,Shk. Fatima bint Mubarak St / Khalifa Bin Al Nahyan Foundation,24.460812,54.374433,Al Khalidiyah
N11901770537,mobility,bus_stop,Shk. Fatima bint Mubarak St / Liwa Village,24.45584,54.368717,Al Khalidiyah
N11902567703,mobility,bus_stop,Shk. Fatima bint Mubarak St / Liwa Village,24.456729,54.369321,Al Khalidiyah
N11918628126,mobility,bus_stop,Zayed The First St / Khalidiya Park,24.470392,54.344338,Al Khalidiyah
N11918628129,mobility,bus_stop,Zayed The First St / Khalidiya Park,24.472081,54.346452,Al Khalidiyah
N11959267675,mobility,bus_stop,Zayed The First St / Khalidiya Park,24.471459,54.345199,Al Khalidiyah
N4758943951,mobility,bus_stop,Zayed The First St / Qasr Al Hosn,24.479503,54.355706,Al Khalidiyah
N13460004207,mobility,bus_stop,Zayed The First St / Qasr Al Hosn,24.479516,54.355161,Al Khalidiyah
N13460004208,mobility,bus_stop,Zayed The First St / Qasr Al Hosn,24.480732,54.357137,Al Khalidiyah
N11959267671,mobility,bus_stop,Zayed The First St / Sheraton Khalidiya Hotel,24.476059,54.350923,Al Khalidiyah
N4306931496,mobility,bus_stop,bus 32,24.476742,54.352264,Al Khalidiyah
N3478750525,mobility,bus_stop,(unnamed bus_stop),24.371704,54.53624,Al Maqta
N4394667910,mobility,bus_stop,(unnamed bus_stop),24.420849,54.454482,Al Maqta
N4598614091,mobility,bus_stop,(unnamed bus_stop),24.373887,54.533,Al Maqta
N6066370727,mobility,bus_stop,(unnamed bus_stop),24.421894,54.459638,Al Maqta
N6710419888,mobility,bus_stop,111,24.379995,54.510457,Al Maqta
N6710422485,mobility,bus_stop,111,24.375,54.510665,Al Maqta
N6116694318,mobility,bus_stop,"21,22,23,44,94,103,161,175,x4,x5",24.413225,54.469451,Al Maqta
N6116693896,mobility,bus_stop,"504,300",24.413211,54.469467,Al Maqta
N6116693898,mobility,bus_stop,54,24.418961,54.495523,Al Maqta
N6116693899,mobility,bus_stop,54,24.420545,54.492047,Al Maqta
N6116694304,mobility,bus_stop,54,24.419794,54.497321,Al Maqta
N6116695885,mobility,bus_stop,54,24.420457,54.491959,Al Maqta
N6116695886,mobility,bus_stop,54,24.418107,54.500636,Al Maqta
N6116695887,mobility,bus_stop,54,24.419928,54.497395,Al Maqta
N6116693897,mobility,bus_stop,54 last,24.417581,54.500471,Al Maqta
N6116693900,mobility,bus_stop,94,24.413431,54.469814,Al Maqta
N6116693901,mobility,bus_stop,94,24.421,54.45469,Al Maqta
N6116694307,mobility,bus_stop,94,24.41431,54.465477,Al Maqta
N6116694308,mobility,bus_stop,94,24.416496,54.461069,Al Maqta
N6116694309,mobility,bus_stop,94,24.422296,54.452454,Al Maqta
N6116694591,mobility,bus_stop,94,24.408428,54.475899,Al Maqta
N4571507997,mobility,bus_stop,Almansoori office,24.381524,54.483831,Al Maqta
N7220741188,mobility,bus_stop,Big bus - green line stop 17,24.408784,54.475308,Al Maqta
